old_shopify_url,content_type,current_handle_slug,proposed_nextjs_url,action,notes
/episode-014-daniel-strauss,legacy-redirect,episode-014-daniel-strauss,(gone),410,Existing Shopify redirect → /blogs/blog/episode-014-daniel-strauss. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-016-nathan-raaths,legacy-redirect,episode-016-nathan-raaths,(gone),410,Existing Shopify redirect → /blogs/blog/episode-016-nathan-raaths. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-015-budo-jake-mcgee,legacy-redirect,episode-015-budo-jake-mcgee,(gone),410,Existing Shopify redirect → /blogs/blog/episode-015-budo-jake-mcgee. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-017-johnny-fd,legacy-redirect,episode-017-johnny-fd,(gone),410,Existing Shopify redirect → /blogs/blog/episode-017-johnny-fd. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
?p=5030,legacy-redirect,?p=5030,(gone),410,Existing Shopify redirect → /blogs/blog/episode-018-marc-barton. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump. Query-string source.
/episode-018-cyrille-diabate,legacy-redirect,episode-018-cyrille-diabate,(gone),410,Existing Shopify redirect → /blogs/blog/episode-018-cyrille-diabate. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-019-josh-griffiths,legacy-redirect,episode-019-josh-griffiths,(gone),410,Existing Shopify redirect → /blogs/blog/episode-019-josh-griffiths. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-020-alexander-darwin,legacy-redirect,episode-020-alexander-darwin,(gone),410,Existing Shopify redirect → /blogs/blog/episode-020-alexander-darwin. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-021-rich-byrne,legacy-redirect,episode-021-rich-byrne,(gone),410,Existing Shopify redirect → /blogs/blog/episode-021-rich-byrne. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-022-roy-dean-2,legacy-redirect,episode-022-roy-dean-2,(gone),410,Existing Shopify redirect → /blogs/blog/episode-022-roy-dean-2. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-023-liam-resnekov-2,legacy-redirect,episode-023-liam-resnekov-2,(gone),410,Existing Shopify redirect → /blogs/blog/episode-023-liam-resnekov-2. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-24-abraham-marte,legacy-redirect,episode-24-abraham-marte,(gone),410,Existing Shopify redirect → /blogs/blog/episode-24-abraham-marte. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-025-kit-dale,legacy-redirect,episode-025-kit-dale,(gone),410,Existing Shopify redirect → /blogs/blog/episode-025-kit-dale. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-026-manuel-flores,legacy-redirect,episode-026-manuel-flores,(gone),410,Existing Shopify redirect → /blogs/blog/episode-026-manuel-flores. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-027-andrew-macdonald,legacy-redirect,episode-027-andrew-macdonald,(gone),410,Existing Shopify redirect → /blogs/blog/episode-027-andrew-macdonald. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-028-henry-akins,legacy-redirect,episode-028-henry-akins,(gone),410,Existing Shopify redirect → /blogs/blog/episode-028-henry-akins. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-029-simon-yeo,legacy-redirect,episode-029-simon-yeo,(gone),410,Existing Shopify redirect → /blogs/blog/episode-029-simon-yeo. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/special-episode-mike-bidwell-2,legacy-redirect,special-episode-mike-bidwell-2,(gone),410,Existing Shopify redirect → /blogs/blog/special-episode-mike-bidwell-2. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-030-rondel-benjamin,legacy-redirect,episode-030-rondel-benjamin,(gone),410,Existing Shopify redirect → /blogs/blog/episode-030-rondel-benjamin. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-031-oliver-geddes,legacy-redirect,episode-031-oliver-geddes,(gone),410,Existing Shopify redirect → /blogs/blog/episode-031-oliver-geddes. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-032-huntley-smith,legacy-redirect,episode-032-huntley-smith,(gone),410,Existing Shopify redirect → /blogs/blog/episode-032-huntley-smith. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-033-gerald-garland,legacy-redirect,episode-033-gerald-garland,(gone),410,Existing Shopify redirect → /blogs/blog/episode-033-gerald-garland. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-034-brian-jones,legacy-redirect,episode-034-brian-jones,(gone),410,Existing Shopify redirect → /blogs/blog/episode-034-brian-jones. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-035-chuck-rylant,legacy-redirect,episode-035-chuck-rylant,(gone),410,Existing Shopify redirect → /blogs/blog/episode-035-chuck-rylant. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-036-robert-drysdale,legacy-redirect,episode-036-robert-drysdale,(gone),410,Existing Shopify redirect → /blogs/blog/episode-036-robert-drysdale. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-039-fernando-yamasaki,legacy-redirect,episode-039-fernando-yamasaki,(gone),410,Existing Shopify redirect → /blogs/blog/episode-039-fernando-yamasaki. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-037-ryan-ford,legacy-redirect,episode-037-ryan-ford,(gone),410,Existing Shopify redirect → /blogs/blog/episode-037-ryan-ford. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-038-jason-keaton,legacy-redirect,episode-038-jason-keaton,(gone),410,Existing Shopify redirect → /blogs/blog/episode-038-jason-keaton. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-040-jon-hinds,legacy-redirect,episode-040-jon-hinds,(gone),410,Existing Shopify redirect → /blogs/blog/episode-040-jon-hinds. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-041-david-aguzzi,legacy-redirect,episode-041-david-aguzzi,(gone),410,Existing Shopify redirect → /blogs/blog/episode-041-david-aguzzi. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-042-daniele-boleli,legacy-redirect,episode-042-daniele-boleli,(gone),410,Existing Shopify redirect → /blogs/blog/episode-042-daniele-boleli. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-043-adem-redzovic,legacy-redirect,episode-043-adem-redzovic,(gone),410,Existing Shopify redirect → /blogs/blog/episode-043-adem-redzovic. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-044-heather-raftery,legacy-redirect,episode-044-heather-raftery,(gone),410,Existing Shopify redirect → /blogs/blog/episode-044-heather-raftery. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-045-martin-lowe,legacy-redirect,ep-045-martin-lowe,(gone),410,Existing Shopify redirect → /blogs/blog/ep-045-martin-lowe. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-046-masterskya,legacy-redirect,ep-046-masterskya,(gone),410,Existing Shopify redirect → /blogs/blog/ep-046-masterskya. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-047-brad-waldron,legacy-redirect,ep-047-brad-waldron,(gone),410,Existing Shopify redirect → /blogs/blog/ep-047-brad-waldron. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-048-pedro-sauer,legacy-redirect,ep-048-pedro-sauer,(gone),410,Existing Shopify redirect → /blogs/blog/ep-048-pedro-sauer. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-50-paul-bridges,legacy-redirect,ep-50-paul-bridges,(gone),410,Existing Shopify redirect → /blogs/blog/ep-50-paul-bridges. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-49-christopher-reed,legacy-redirect,ep-49-christopher-reed,(gone),410,Existing Shopify redirect → /blogs/blog/ep-49-christopher-reed. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-051-jay-valko,legacy-redirect,ep-051-jay-valko,(gone),410,Existing Shopify redirect → /blogs/blog/ep-051-jay-valko. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-052-mike-velez,legacy-redirect,ep-052-mike-velez,(gone),410,Existing Shopify redirect → /blogs/blog/ep-052-mike-velez. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/special-episode-nic-gregoriades-ama,legacy-redirect,special-episode-nic-gregoriades-ama,(gone),410,Existing Shopify redirect → /blogs/blog/special-episode-nic-gregoriades-ama. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-053-paul-moran-2,legacy-redirect,ep-053-paul-moran-2,(gone),410,Existing Shopify redirect → /blogs/blog/ep-053-paul-moran-2. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-054-nogi-yogi,legacy-redirect,ep-054-nogi-yogi,(gone),410,Existing Shopify redirect → /blogs/blog/ep-054-nogi-yogi. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-055-daren-bartlett,legacy-redirect,ep-055-daren-bartlett,(gone),410,Existing Shopify redirect → /blogs/blog/ep-055-daren-bartlett. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-056-bret-perchaluk,legacy-redirect,ep-056-bret-perchaluk,(gone),410,Existing Shopify redirect → /blogs/blog/ep-056-bret-perchaluk. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-058-brent-burniston,legacy-redirect,ep-058-brent-burniston,(gone),410,Existing Shopify redirect → /blogs/blog/ep-058-brent-burniston. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-058-james-hoffman,legacy-redirect,ep-058-james-hoffman,(gone),410,Existing Shopify redirect → /blogs/blog/ep-058-james-hoffman. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-059-ishmael-bentley,legacy-redirect,ep-059-ishmael-bentley,(gone),410,Existing Shopify redirect → /blogs/blog/ep-059-ishmael-bentley. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-060-mike-pastor,legacy-redirect,ep-060-mike-pastor,(gone),410,Existing Shopify redirect → /blogs/blog/ep-060-mike-pastor. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-061-jay-campbell,legacy-redirect,ep-061-jay-campbell,(gone),410,Existing Shopify redirect → /blogs/blog/ep-061-jay-campbell. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-062-lawrence-dunning,legacy-redirect,ep-062-lawrence-dunning,(gone),410,Existing Shopify redirect → /blogs/blog/ep-062-lawrence-dunning. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-063-thomas-mietz,legacy-redirect,ep-063-thomas-mietz,(gone),410,Existing Shopify redirect → /blogs/blog/ep-063-thomas-mietz. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-064-christopher-odell,legacy-redirect,ep-064-christopher-odell,(gone),410,Existing Shopify redirect → /blogs/blog/ep-064-christopher-odell. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
?p=5246,legacy-redirect,?p=5246,(gone),410,Existing Shopify redirect → /blogs/blog/charlie-cooper. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump. Query-string source.
/ep-065-stuart-cooper,legacy-redirect,ep-065-stuart-cooper,(gone),410,Existing Shopify redirect → /blogs/blog/ep-065-stuart-cooper. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-066-scott-smith,legacy-redirect,ep-066-scott-smith,(gone),410,Existing Shopify redirect → /blogs/blog/ep-066-scott-smith. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
?p=5257,legacy-redirect,?p=5257,(gone),410,Existing Shopify redirect → /blogs/blog/ep-067-charlie-cooper. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump. Query-string source.
/ep-067-dr-john-bonner,legacy-redirect,ep-067-dr-john-bonner,(gone),410,Existing Shopify redirect → /blogs/blog/ep-067-dr-john-bonner. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ep-068-michael-katilus,legacy-redirect,ep-068-michael-katilus,(gone),410,Existing Shopify redirect → /blogs/blog/ep-068-michael-katilus. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/palawan,legacy-redirect,palawan,(gone),410,Existing Shopify redirect → /pages/cant-find-that. Shopify target /pages/cant-find-that has no genuine replacement.
/products/copy-of-leg-locks-demystified,legacy-redirect,copy-of-leg-locks-demystified,(gone),410,Existing Shopify redirect → /products/half-guard-mastery. Retired digital/product half-guard-mastery; not in current catalogue.
/membership-access,legacy-redirect,membership-access,(gone),410,Existing Shopify redirect → https://www.jiujitsubrotherhood.com/pages/closed-bjj-building-blocks-and-bjj-learning-sites. External target is retired course page; 410 rather than preserve that hop.
/products/kids-club-network-interclub-competition-2024,legacy-redirect,kids-club-network-interclub-competition-2024,/products/kids-club-network-interclub-competition-2026,PRESERVE,Existing Shopify redirect → /products/kids-club-network-interclub-competition-2026. Event draft product URL; public 404 while unpublished.
/news,kjj-derived-route,news,/blogs/blog,301,KJJ clone Articles placeholder. Live Shopify /news is 404.
/shop/,kjj-derived-route,shop,/collections/all,301,"Same destination as /shop after trailingSlash:false. Approved Phase 2B: catalogue/shop landing is /collections/all."
